4.0|Ben LeMay|FR|RB|10|34|175|5.15|0|3.40|17.50|458|2016
5.0|Matt Johnson|SR|RB|11|37|145|3.92|0|3.36|13.18|458|2016
6.0|Austin Duke|SR|WR|12|11|40|3.64|0|0.92|3.33|458|2016
7.0|Lee McNeill|SR|QB|11|1|6|6.00|0|0.09|0.55|458|2016
8.0|Bradan Smith|SR|RB|3|3|4|1.33|0|1.00|1.33|458|2016
9.0|Chris Montgomery|JR|WR|12|4|2|0.50|1|0.33|0.17|458|2016
10.0|Arthur Hart|JR|P|11|1|1|1.00|0|0.09|0.09|458|2016
11.0|Team|||4|5|-22|-4.40|0|1.25|-5.50|458|2016
12.0|Kevin Olsen|JR|QB|6|16|-59|-3.69|0|2.67|-9.83|458|2016
|Total|||12|487|2114|4.34|18|40.58|176.17|458|2016
|Opponents|||12|406|1721|4.24|24|33.83|143.42|458|2016
1.0|Tion Green|SR|RB|12|159|743|4.67|2|13.25|61.92|140|2016
2.0|Mike Boone|JR|RB|9|105|388|3.70|2|11.67|43.11|140|2016
3.0|Kahlil Lewis|SO|WR|12|9|107|11.89|0|0.75|8.92|140|2016
4.0|Deionte Buckley|SR|RB|11|19|97|5.11|0|1.73|8.82|140|2016
5.0|Hayden Moore|SO|QB|7|53|45|0.85|2|7.57|6.43|140|2016
6.0|Chad Banschbach|JR|RB|10|9|27|3.00|0|0.90|2.70|140|2016
7.0|Ross Trail|FR|QB|4|19|14|0.74|2|4.75|3.50|140|2016
8.0|Avery Johnson|SO|WR|10|2|10|5.00|0|0.20|1.00|140|2016
9.0|Taylor Boose|FR|RB|4|2|9|4.50|0|0.50|2.25|140|2016
10.0|Jerron Rollins|FR|WR|11|1|3|3.00|0|0.09|0.27|140|2016
11.0|Devin Gray|JR|WR|12|3|-2|-0.67|0|0.25|-0.17|140|2016
12.0|Josiah Deguara|FR|TE|11|1|-2|-2.00|0|0.09|-0.18|140|2016
13.0|Gunner Kiel|SR|QB|7|7|-4|-0.57|0|1.00|-0.57|140|2016
14.0|Team|||8|8|-17|-2.13|0|1.00|-2.13|140|2016
|Total|||12|397|1418|3.57|8|33.08|118.17|140|2016
|Opponents|||12|562|2275|4.05|17|46.83|189.58|140|2016
1.0|Wayne Gallman|JR|RB|15|232|1133|4.88|17|15.47|75.53|147|2016
2.0|Deshaun Watson|JR|QB|15|165|629|3.81|9|11.00|41.93|147|2016
3.0|Tavien Feaster|FR|RB|12|37|221|5.97|2|3.08|18.42|147|2016
4.0|C.J. Fuller|SO|RB|15|47|211|4.49|0|3.13|14.07|147|2016
5.0|Adam Choice|SO|RB|11|45|158|3.51|0|4.09|14.36|147|2016
6.0|Tyshon Dye|JR|RB|7|21|109|5.19|1|3.00|15.57|147|2016
7.0|Nick Schuessler|SR|QB|6|9|31|3.44|0|1.50|5.17|147|2016
8.0|Ray-Ray McCloud|SO|WR|14|5|28|5.60|0|0.36|2.00|147|2016
9.0|Kelly Bryant|SO|QB|4|12|22|1.83|1|3.00|5.50|147|2016
10.0|Artavis Scott|JR|WR|15|6|11|1.83|0|0.40|0.73|147|2016
11.0|Christian Wilkins|SO|DL|15|1|10|10.00|0|0.07|0.67|147|2016
12.0|Tucker Israel|FR|QB|2|1|2|2.00|0|0.50|1.00|147|2016
13.0|Team|||11|10|-19|-1.90|0|0.91|-1.73|147|2016
|Total|||15|591|2546|4.31|30|39.40|169.73|147|2016
|Opponents|||15|525|1944|3.70|20|35.00|129.60|147|2016
1.0|Phillip Lindsay|JR|RB|14|244|1252|5.13|16|17.43|89.43|157|2016
2.0|Sefo Liufau|SR|QB|12|165|494|2.99|8|13.75|41.17|157|2016
3.0|Kyle Evans|SO|RB|14|84|346|4.12|3|6.00|24.71|157|2016
4.0|Steven Montez|FR|QB|11|52|231|4.44|1|4.73|21.00|157|2016
5.0|Donovan Lee|JR|RB|11|28|97|3.46|0|2.55|8.82|157|2016
6.0|Beau Bisharat|FR|RB|14|15|45|3.00|0|1.07|3.21|157|2016
7.0|Troy Lewis|SO|RB|1|9|33|3.67|0|9.00|33.00|157|2016
